name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
durres,2021-01-01,15,4,9,15,2.8,8.3,5.1,78,6.99,100,8.33,rain,0,0,27.4,16.6,156.2,1016.4,65.4,11,75.4,6.4,3,,2021-01-01T07:08:14,2021-01-01T16:23:38,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-01-02,17.5,2.5,10,17.5,-0.9,9.3,2.6,62.9,0.4,100,4.17,rain,0,0,40.7,15.7,161.5,1016.3,48.2,10.8,85.9,7.5,4,,2021-01-02T07:08:18,2021-01-02T16:24:30,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-01-03,18,7.5,12.2,18,6.1,11.8,7.2,73.2,1.992,100,4.17,rain,0,0,53.6,29.1,164.4,1014.6,69.8,10.4,79.2,7,4,,2021-01-03T07:08:21,2021-01-03T16:25:23,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-01-04,13,7,10.3,13,5.3,9.7,7.1,80.9,5.038,100,12.5,rain,0,0.1,33.1,36.7,166,1011,93.6,10.4,32.8,2.7,2,,2021-01-04T07:08:21,2021-01-04T16:26:18,0.69,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-01-05,14.3,5,10.3,14.3,2.8,9.5,5.5,73.3,7.973,100,12.5,rain,0,0,52.9,18.5,150.1,1014.4,76.2,10.3,78.9,6.9,4,,2021-01-05T07:08:19,2021-01-05T16:27:15,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-01-06,14.3,9,11,14.3,5.3,10.5,7.2,77.4,10.961,100,16.67,rain,0,0,55.1,36.6,151.6,1016.2,93.4,9.9,54.1,4.7,3,,2021-01-06T07:08:14,2021-01-06T16:28:13,0.75,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-01-07,13.3,9.4,10.9,13.3,7.2,10.8,9.3,90,29.561,100,16.67,rain,0,0.1,50.8,18.2,146.4,1014.5,98,7.8,14.7,1.3,1,,2021-01-07T07:08:07,2021-01-07T16:29:12,0.8,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-01-08,17,10.1,13.4,17,10.1,13.4,11.1,86.1,24.098,100,16.67,rain,0,0,51.1,29.2,181.5,1009,98.2,8.8,45.1,3.9,3,,2021-01-08T07:07:58,2021-01-08T16:30:13,0.83,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-01-09,15.3,9,10.9,15.3,8.2,10.8,9.3,90.3,21.009,100,16.67,rain,0,0,40.3,11.1,327.1,1012.4,98,8.8,34.4,3,2,,2021-01-09T07:07:47,2021-01-09T16:31:15,0.87,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-01-10,14.6,9,10.6,14.6,7.6,10.5,9.2,91.1,25.992,100,12.5,rain,0,0,44.3,14.8,15.7,1011.2,98.6,7.9,29.7,2.6,1,,2021-01-10T07:07:33,2021-01-10T16:32:18,0.9,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-01-11,14.1,5.5,11.9,14.1,5.5,11.9,9.8,87.1,15.004,100,12.5,rain,0,0,51.5,22.1,297.4,1011.5,82.5,8.7,37.7,3.1,2,,2021-01-11T07:07:17,2021-01-11T16:33:22,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-01-12,12.3,5.5,8.9,12.3,5.5,8.7,5.7,81.1,0.002,100,4.17,rain,0,0,30.2,18.1,333.6,1011.1,80.9,9.1,82.2,7.1,3,,2021-01-12T07:06:59,2021-01-12T16:34:28,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-01-13,12.6,3.5,8.3,12.6,1,7.1,4.4,77.2,0.018,100,8.33,rain,0,0.2,33.8,25,323.4,1010.9,87.7,10.3,86.7,7.6,4,,2021-01-13T07:06:38,2021-01-13T16:35:34,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-01-14,9.6,-2,4.4,8.6,-4.8,2.3,-0.3,73.1,1.018,100,8.33,rain,0,0,40,25.5,323.6,1011.2,59.1,10.4,72.8,6.2,3,,2021-01-14T07:06:16,2021-01-14T16:36:41,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-01-15,11.3,-3,4,11.3,-6.1,3.2,-3.3,63.3,1.995,100,4.17,rain,0,0.4,31,8.5,1.4,1012.5,42.5,10.6,112.2,9.7,5,,2021-01-15T07:05:51,2021-01-15T16:37:49,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-01-16,8,-1.5,2.5,6.4,-4.6,-0.1,-6.6,54.8,0.001,100,4.17,"rain,snow",0,0.5,46.1,25.6,358.4,1013.1,18.7,11.2,114.6,9.9,5,,2021-01-16T07:05:24,2021-01-16T16:38:59,0.1,"Snow, Rain",Clear conditions throughout the day with morning rain or snow.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-01-17,5,-5.5,0,5,-7.5,-1.6,-8.4,56.5,0,0,0,,0,0.1,37.1,18.2,57,1017,55.3,12.8,100.9,8.6,4,,2021-01-17T07:04:54,2021-01-17T16:40:08,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-01-18,7,-5.5,0.6,5.6,-6.4,-1,-6.7,61.6,0,0,0,,0,0.1,28.1,18.2,3.5,1019.5,14.4,11.3,116.4,10.1,5,,2021-01-18T07:04:23,2021-01-18T16:41:19,0.17,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-01-19,9,-6,1.2,8,-9.6,-0.3,-5.7,64.1,0,0,0,,0,0.1,23.8,14.6,106.3,1025.9,22.3,11.1,115.6,10,5,,2021-01-19T07:03:49,2021-01-19T16:42:30,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-01-20,11.5,1,6.2,11.5,-1.9,4.2,0.4,67.1,0.002,100,4.17,rain,0,0.2,38.9,18.2,152,1026.8,85.2,10.2,38.3,3.3,2,,2021-01-20T07:03:13,2021-01-20T16:43:42,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-01-21,14,5.5,9.7,14,3.4,8.9,5.5,75.5,0.005,100,4.17,rain,0,0,46.4,22.1,157.5,1023.6,81.3,10.4,75.1,6.6,3,,2021-01-21T07:02:35,2021-01-21T16:44:55,0.26,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-01-22,15.6,8,11.1,15.6,5.8,10.5,7.1,76.7,1.019,100,12.5,rain,0,0,55.1,36.6,163.6,1018.5,92.4,9.9,54.6,4.7,3,,2021-01-22T07:01:55,2021-01-22T16:46:08,0.3,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-01-23,14,7,10.3,14,4.2,9.2,6.7,78.6,24.987,100,12.5,rain,0,0,59.4,40.3,154.6,1009.2,88.7,9.8,36.8,3.3,2,,2021-01-23T07:01:13,2021-01-23T16:47:21,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-01-24,14,7,10.3,14,4.1,9.5,6.8,79.1,20.956,100,12.5,rain,0,0,73.8,44.1,154.8,1004.4,94.6,10.2,59.1,5.2,3,,2021-01-24T07:00:29,2021-01-24T16:48:35,0.36,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-01-25,13.5,9,11,13.5,7.3,10.9,5.1,68.2,53.002,100,12.5,rain,0,0,66.2,47.6,203.1,1005.1,88,10,91.5,7.9,4,,2021-01-25T06:59:43,2021-01-25T16:49:50,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-01-26,10.6,2.5,7.5,10.6,-2.3,4.9,3.2,74.5,15.118,100,12.5,rain,0,0,54,44.2,317.6,1005.6,84.3,9.7,40.6,3.5,2,,2021-01-26T06:58:56,2021-01-26T16:51:04,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-01-27,8.6,0,3.9,7.5,-3.4,0.8,-4.7,54.3,0,0,0,,0,0.1,47.9,33.1,335,1012.8,19.6,11,120.4,10.3,5,,2021-01-27T06:58:06,2021-01-27T16:52:19,0.46,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-01-28,9,-4,2.8,7.6,-7.3,1.2,-3.9,64.3,0,0,0,,0,0,35.6,22.1,90.8,1016.1,29.5,10.4,125.4,10.7,5,,2021-01-28T06:57:14,2021-01-28T16:53:35,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-01-29,13.5,3.5,9,13.5,0.9,7.9,4.3,72.8,0.003,100,4.17,rain,0,0,47.9,24,155,1010.6,96.1,10,68.4,6,3,,2021-01-29T06:56:20,2021-01-29T16:54:50,0.52,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-01-30,16,6,11.4,16,3.3,11,6.8,74.7,9.043,100,8.33,rain,0,0,49.7,25.7,225.1,1003.4,66.7,11,111.1,9.4,5,,2021-01-30T06:55:25,2021-01-30T16:56:06,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-01-31,17,4.5,10.7,17,1.5,10.1,6,74,9.035,100,8.33,rain,0,0,58.7,29.3,162.3,1000.7,89.2,10,40.2,3.4,2,,2021-01-31T06:54:28,2021-01-31T16:57:21,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-02-01,13.1,9,10.8,13.1,8,10.6,8.5,85.8,23.109,100,16.67,rain,0,0,46.4,16.6,152.4,1002.2,96.4,9.8,52,4.5,2,,2021-02-01T06:53:29,2021-02-01T16:58:37,0.63,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-02-02,15.5,7,11.3,15.5,7,11.2,8.6,84.4,6.114,100,16.67,rain,0,0,25.6,14.6,153.7,1010.9,87.4,10.1,74.7,6.5,3,,2021-02-02T06:52:28,2021-02-02T16:59:53,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-02-03,16.5,4.5,10.3,16.5,3.9,10.1,7.1,81.8,0,0,0,,0,0,18.7,14.8,178.5,1018,16.4,9.1,113.3,9.8,5,,2021-02-03T06:51:26,2021-02-03T17:01:09,0.7,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-02-04,17.5,5,10.5,17.5,3,10.1,7.1,80.9,0,0,0,,0,0,24.5,15.7,79.8,1019.9,39.3,9.9,114,10,5,,2021-02-04T06:50:22,2021-02-04T17:02:25,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-02-05,18,4,10.4,18,4,10.2,7.1,81.3,0,0,0,,0,0,15.8,14.8,145.1,1020.4,34.5,8.8,122.7,10.7,5,,2021-02-05T06:49:16,2021-02-05T17:03:41,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-02-06,19,3,10.8,19,3,10.7,6.9,78.8,0,0,0,,0,0,16.2,17.5,70.8,1017.5,21.9,9.3,129.1,11,5,,2021-02-06T06:48:09,2021-02-06T17:04:57,0.81,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-02-07,22,5,13.1,22,3.3,12.7,6.5,68.4,1.7,100,12.5,rain,0,0,58.3,25,144.5,1009.9,71.3,9.7,83.3,7.2,4,,2021-02-07T06:47:01,2021-02-07T17:06:13,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-02-08,18,9.5,14,18,8,13.9,8.5,71.2,9.048,100,12.5,rain,0,0,60.8,36.8,167.8,1001.8,94.1,9.8,61.2,5.2,3,,2021-02-08T06:45:50,2021-02-08T17:07:28,0.88,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-02-09,15.1,9.9,12.3,15.1,8.8,12.2,8.6,78.4,12.008,100,12.5,rain,0,0,53.6,44.3,168.2,1008.9,94.2,10,50.3,4.2,2,,2021-02-09T06:44:39,2021-02-09T17:08:44,0.92,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-02-10,17,9.7,13.4,17,6.2,13.2,7.7,69.8,0.005,100,4.17,rain,0,0,55.4,31.7,158.1,1010.5,94.1,10,94.3,8.2,4,,2021-02-10T06:43:26,2021-02-10T17:09:59,0.95,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-02-11,14,5,10.6,14,4.8,10,8.3,86.1,26.5,100,79.17,rain,0,0,53.6,33.5,135.9,1007.8,81.9,9.3,52.4,4.5,3,,2021-02-11T06:42:11,2021-02-11T17:11:14,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"13615099999,LATI"
durres,2021-02-12,10,4,6.5,10,2,5.6,0.4,67,0,0,0,,0,0,24.8,13,336.5,1019.5,84,10,109.1,9.3,4,,2021-02-12T06:40:55,2021-02-12T17:12:29,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,LATI
durres,2021-02-13,5,-1.5,2.3,5,-5.7,-0.1,-0.7,81.3,15.041,100,8.33,"rain,snow",1.3,0.7,38.9,15.7,347.5,1019.4,100,8.7,19,1.5,1,,2021-02-13T06:39:38,2021-02-13T17:13:44,0.05,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-02-14,3,-2.9,0.2,0.4,-9.4,-3.8,-9.1,53,12.213,100,12.5,"rain,snow",3.6,3.2,36.7,29.3,25,1021.4,78,9,84.9,7.3,4,,2021-02-14T06:38:20,2021-02-14T17:14:58,0.09,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-02-15,6,-3.3,1.7,4.4,-9.7,-2.1,-8.8,46.3,0.005,100,4.17,rain,0,1.8,45,28.6,347.8,1029.8,6.7,11.1,162.1,14,6,,2021-02-15T06:37:00,2021-02-15T17:16:13,0.12,Rain,Clear conditions throughout the day with afternoon rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-02-16,8,-4.5,1.3,6.8,-7.4,-0.3,-6.6,60.5,0,0,0,,0,0.3,30.6,15.7,358.3,1027.8,21.7,11.2,162.9,14,6,,2021-02-16T06:35:39,2021-02-16T17:17:27,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-02-17,12,-2.5,4.4,12,-5.8,3.3,-2.3,63.5,0.1,100,4.17,rain,0,0,20.5,12.1,146,1023.1,59.9,10.6,129.9,11.1,5,,2021-02-17T06:34:17,2021-02-17T17:18:40,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-02-18,14,0,7.2,14,0,6.8,2.3,73,0,0,0,,0,0,23.4,21.4,356.9,1023.2,19.2,10,160.4,13.6,6,,2021-02-18T06:32:54,2021-02-18T17:19:54,0.21,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-02-19,16,1,7.7,16,-1.4,6.8,3.4,76.5,0,0,0,,0,0,18,13,189,1026.4,21.7,9.5,155.9,13.4,6,,2021-02-19T06:31:30,2021-02-19T17:21:07,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-02-20,15,3,8.3,15,2,7.6,4.5,78.8,0,0,0,,0,0,23.4,13,139.4,1026.8,55.8,9.7,121.7,10.6,5,,2021-02-20T06:30:04,2021-02-20T17:22:20,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LATI,remote"
durres,2021-02-21,19,0,8.6,19,-1.2,8.2,2,69.1,0,0,0,,0,0,19.4,16.6,15.2,1027.7,6.3,9.3,168,14.4,6,,2021-02-21T06:28:38,2021-02-21T17:23:33,0.31,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-02-22,17.6,1,9.5,17.6,-0.6,9,3.8,71,0,0,0,,0,0,19.8,19.4,88.3,1030.9,0,10.4,171.1,14.6,6,,2021-02-22T06:27:11,2021-02-22T17:24:45,0.34,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-02-23,17.5,0.5,8.6,17.5,0.5,8.5,4,75.7,0,0,0,,0,0,22.3,16.6,323.4,1032.3,18.5,9.4,172.2,14.9,6,,2021-02-23T06:25:42,2021-02-23T17:25:57,0.38,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-02-24,20,3,10.6,20,1.7,10.1,6.2,76.4,0,0,0,,0,0,19.8,11,149.7,1030.9,28,9.5,168.3,14.5,6,,2021-02-24T06:24:13,2021-02-24T17:27:09,0.41,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-02-25,22,3,12,22,1.3,11.8,4.5,65.2,0,0,0,,0,0,20.9,13.9,296.8,1029.6,11.6,10.5,174.3,15.1,6,,2021-02-25T06:22:43,2021-02-25T17:28:20,0.44,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-02-26,20.5,3,11.2,20.5,1.6,10.8,5.5,70.5,0,0,0,,0,0,18.4,14.7,293.2,1026,18.6,10,176.5,15.3,6,,2021-02-26T06:21:12,2021-02-26T17:29:31,0.47,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-02-27,17,3.5,9.7,17,3.5,9.7,6.9,83.5,0,0,0,,0,0,18.7,15.7,332,1020.6,17.9,6.6,178,15.2,6,,2021-02-27T06:19:40,2021-02-27T17:30:42,0.5,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-02-28,21,3,11.8,21,2.7,11.4,1.5,56.8,0,0,0,,0,0,27.7,25.5,50.5,1022.7,13.9,9.1,181.3,15.9,7,,2021-02-28T06:18:08,2021-02-28T17:31:52,0.54,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-03-01,18,3.5,9.9,18,3.5,9.8,2.2,62.5,0,0,0,,0,0,32.4,22.3,352,1024.7,21.7,10.6,187.6,16.1,7,,2021-03-01T06:16:35,2021-03-01T17:33:03,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-03-02,17.5,0,9,17.5,0,8.7,0.7,61.6,0,0,0,,0,0,29.5,14.6,350.9,1028.9,0,10.6,195.2,16.9,7,,2021-03-02T06:15:01,2021-03-02T17:34:12,0.61,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-03-03,18.5,0.5,9.4,18.5,-0.6,9,2.3,65.4,0,0,0,,0,0,22.7,18.4,337.2,1028.9,0,10.8,194.8,16.9,7,,2021-03-03T06:13:26,2021-03-03T17:35:22,0.65,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-03-04,18,1.5,9.7,18,-0.5,9.1,4.2,71.1,0,0,0,,0,0,18.4,14.7,209.9,1023.8,6.7,10.7,193.9,16.8,7,,2021-03-04T06:11:51,2021-03-04T17:36:31,0.68,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-03-05,17,3,10.4,17,0.2,9.9,4.6,69.2,0.2,100,8.33,rain,0,0,26.3,18.2,180.8,1017.9,49.6,10.2,167.7,14.2,6,,2021-03-05T06:10:15,2021-03-05T17:37:40,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-03-06,15.6,3.5,11,15.6,3.5,10.6,5.5,70.4,2.993,100,8.33,rain,0,0,24.1,22.1,342.5,1020.2,64.4,10.6,150.1,12.8,5,,2021-03-06T06:08:38,2021-03-06T17:38:49,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-03-07,15.5,1.5,8.5,15.5,-0.5,8.1,3.1,71.6,0,0,0,,0,0,26.6,21.4,323,1021.6,17.2,10.4,197.2,17.1,7,,2021-03-07T06:07:01,2021-03-07T17:39:58,0.79,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-03-08,12.3,3,8,12.3,1.6,7.3,5,81.7,0.499,100,4.17,rain,0,0,19.1,14.6,78.3,1015.7,84.6,9.5,118.9,10.3,4,,2021-03-08T06:05:24,2021-03-08T17:41:06,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-03-09,16,7.1,11.5,16,7,11.4,6.8,74.6,0.998,100,8.33,rain,0,0,26.6,18.5,287.6,1011.4,86.1,8.4,168,14.5,6,,2021-03-09T06:03:46,2021-03-09T17:42:14,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-03-10,12.5,7,10.2,12.5,5.4,9.8,7.3,82.6,11.135,100,12.5,rain,0,0,37.4,18.6,29.1,1009.3,97.1,9.3,62.1,5.4,3,,2021-03-10T06:02:07,2021-03-10T17:43:21,0.89,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-03-11,13.1,4,8,13.1,0.4,6.4,-1.1,54.9,1.99,100,4.17,rain,0,0,37.1,22.2,331.5,1017.2,34.5,10.6,215,18.5,7,,2021-03-11T06:00:29,2021-03-11T17:44:29,0.93,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-03-12,16,2.5,9.7,16,0.7,9,3.4,67,0,0,0,,0,0,22.7,18.2,179.1,1019.2,80.6,10.2,189.2,16.5,7,,2021-03-12T05:58:49,2021-03-12T17:45:36,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-03-13,16.6,8.7,12.3,16.6,6.9,12.1,7.4,72.7,0.4,100,16.67,rain,0,0,28.4,22.2,177.7,1015.8,76.9,9.8,120.8,10.5,4,,2021-03-13T05:57:10,2021-03-13T17:46:43,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-03-14,17.5,6.5,12.4,17.5,4.4,12,7.3,72.3,1.1,100,25,rain,0,0,43.9,25.9,178.5,1010.8,78.5,10,149.8,13,6,,2021-03-14T05:55:30,2021-03-14T17:47:50,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-03-15,13,6,8.9,13,4.5,7.5,5.5,79.7,18.132,100,12.5,rain,0,0,52.6,20.4,153.6,1002.2,94.5,9.2,112.6,9.7,5,,2021-03-15T05:53:50,2021-03-15T17:48:57,0.07,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-03-16,13,3,8.7,13,1.3,7.8,1.3,62.6,0.001,100,4.17,rain,0,0,41,22.2,327.9,1006,64.9,10.4,186.9,16.1,6,,2021-03-16T05:52:10,2021-03-16T17:50:03,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-03-17,13,-0.5,7.1,13,-0.5,6.7,-0.2,63.9,0.5,100,16.67,rain,0,0.1,37.1,18.4,311.5,1009.2,42.5,10.6,218.8,19,8,,2021-03-17T05:50:29,2021-03-17T17:51:09,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-03-18,13.1,0,7.5,13.1,-2.9,7,0.2,63.7,0.3,100,8.33,rain,0,0,25.2,13.9,212.9,1012.9,48.9,10.6,203.8,17.7,7,,2021-03-18T05:48:48,2021-03-18T17:52:15,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2021-03-19,12.6,3,7.9,12.6,2.2,7.6,1.2,65.5,0.1,100,4.17,rain,0,0,24.5,17.5,291.4,1012.6,67,10.6,223.8,19.1,8,,2021-03-19T05:47:07,2021-03-19T17:53:21,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
