name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
durres,2023-01-03,16,4,9.7,16,2.1,9.4,6.8,82.8,0,0,0,,0,0,9.7,16.6,162.2,1028.7,43.2,7.8,70.2,6.2,4,10,2023-01-03T07:08:21,2023-01-03T16:24:58,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2023-01-04,16,4,10,16,2.8,9.8,6.7,80.9,0,0,0,,0,0,13,11.2,30.2,1026,36,8.3,88.7,7.6,4,10,2023-01-04T07:08:22,2023-01-04T16:25:52,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2023-01-05,16,3,9.3,16,0.9,8.7,5.9,80.9,0,0,0,rain,0,0,10.8,11.1,168,1022.6,22.7,8.4,99.5,8.4,4,10,2023-01-05T07:08:21,2023-01-05T16:26:48,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2023-01-06,16,3,9.3,16,3,9.1,5.8,80.7,0,0,0,rain,0,0,18.7,11.1,139.9,1022.2,16.6,7.8,100.6,8.7,4,10,2023-01-06T07:08:18,2023-01-06T16:27:45,0.48,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2023-01-07,17,1,8.2,17,-1.4,7.7,3.4,74.8,0,0,0,,0,0,9.4,11.1,148.8,1022.5,1.7,8.7,103.7,8.9,4,10,2023-01-07T07:08:12,2023-01-07T16:28:44,0.5,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2023-01-08,17,0,7.8,17,-2.6,7.2,3.7,77.1,0,0,0,,0,0,21.2,14.8,165.1,1021.1,10.6,9.2,103.8,9,4,10,2023-01-08T07:08:04,2023-01-08T16:29:44,0.55,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2023-01-09,17,7,11.6,17,4.5,11.2,7.1,74.7,6.029,100,8.33,rain,0,0,69.8,25.9,154.1,1014.4,93.7,9.9,29.8,2.6,3,10,2023-01-09T07:07:54,2023-01-09T16:30:45,0.58,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2023-01-10,14,7,10.4,14,5.8,10.1,7.5,82.8,38.133,100,16.67,rain,0,0,48.6,21.1,162.4,1006.9,86.5,9.7,67.8,5.7,4,10,2023-01-10T07:07:41,2023-01-10T16:31:48,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2023-01-11,13.6,2,6.8,13.6,-0.7,6.1,2.9,77.7,2.079,100,8.33,rain,0,0,32.4,14.6,5.4,1013.5,56.5,8.9,83.8,7.4,4,10,2023-01-11T07:07:26,2023-01-11T16:32:52,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2023-01-12,14,-1,5.8,14,-2.6,5.1,0.2,70.8,0,0,0,,0,0,20.9,11.1,88.3,1017.4,41.8,9.8,101.1,8.7,4,10,2023-01-12T07:07:09,2023-01-12T16:33:56,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2023-01-13,15,0,6.5,15,-3.1,5.7,1.6,74,0,0,0,,0,0,13.7,9.4,137.7,1018.3,12,9.8,107.5,9.2,5,10,2023-01-13T07:06:50,2023-01-13T16:35:02,0.72,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2023-01-14,14,3,7.4,14,0.9,6.7,3.9,80,0,0,0,,0,0,19.1,11,115,1018.3,62.1,9.2,84,7.2,4,10,2023-01-14T07:06:28,2023-01-14T16:36:09,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2023-01-15,16,-1,6.2,16,-2.9,5.5,1.1,73.3,0,0,0,,0,0,19.7,14.6,142.6,1017.6,7.3,8.9,110.8,9.5,5,10,2023-01-15T07:06:04,2023-01-15T16:37:17,0.75,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2023-01-16,15,2,9.4,15,-0.2,8.5,4.5,73,1.991,100,8.33,rain,0,0,61.2,36.7,147.3,1010,82.4,10,48,4,3,10,2023-01-16T07:05:38,2023-01-16T16:38:26,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2023-01-17,15.1,12,13.7,15.1,12,13.7,9.5,76,21.015,100,16.67,rain,0,0,78.8,55,157.1,1002.1,98.6,9.7,36.5,3.2,2,10,2023-01-17T07:05:10,2023-01-17T16:39:35,0.85,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2023-01-18,16,11,14.3,16,11,14.3,10.1,76,14.001,100,16.67,rain,0,0,72.4,47.8,160,1002.1,92.6,9.8,40.4,3.4,1,10,2023-01-18T07:04:39,2023-01-18T16:40:45,0.89,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2023-01-19,16.3,9,13.6,16.3,6.5,13.5,7.8,68.9,52.709,100,12.5,rain,0,0,70.6,54.9,173.2,1004.4,84.7,9.5,49.9,4.3,3,10,2023-01-19T07:04:07,2023-01-19T16:41:56,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2023-01-20,13,6,9.1,13,3.5,7.9,5.2,77.8,18.305,100,16.67,rain,0,0,35.3,25.8,141.2,1005.8,89.3,10.2,78.6,6.7,4,10,2023-01-20T07:03:32,2023-01-20T16:43:08,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2023-01-21,11.3,7.2,9.4,11.3,2,7.7,4.9,74.3,13.253,100,16.67,rain,0,0,67.7,44,143.3,1005.8,94.6,9.9,18.6,1.5,1,10,2023-01-21T07:02:55,2023-01-21T16:44:20,0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2023-01-22,16,5,10.4,16,2.8,9.5,4.3,68.2,3.153,100,12.5,rain,0,0,51.5,25.6,154.1,1014.7,85,10,86.5,7.6,4,10,2023-01-22T07:02:16,2023-01-22T16:45:33,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2023-01-23,12.6,8,10.3,12.6,5.7,10,6.9,79.7,30.071,100,16.67,rain,0,0,55.4,36.8,153.5,1018,93.2,9.4,29,2.4,2,10,2023-01-23T07:01:35,2023-01-23T16:46:47,0.05,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2023-01-24,14.6,4,9.7,14.6,4,9.4,4.9,73.9,0.51,100,8.33,rain,0,0,18,13,103.6,1024.4,50.3,10,117.3,10.2,5,10,2023-01-24T07:00:52,2023-01-24T16:48:00,0.09,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2023-01-25,13,0,6.5,13,-2.6,5.9,3.4,81.2,0.994,100,4.17,rain,0,0,17.6,14.6,34.2,1019,61.1,8.9,56.5,4.8,4,10,2023-01-25T07:00:07,2023-01-25T16:49:14,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2023-01-26,13,4,8.5,13,4,8.2,4.2,75.6,2.4,100,16.67,rain,0,0,20.2,18.4,130.3,1008.6,81.9,9.5,103.9,8.9,4,10,2023-01-26T06:59:20,2023-01-26T16:50:29,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2023-01-27,14.6,4,8.6,14.6,4,8.1,3.9,73.6,6.959,100,4.17,rain,0,0,23.4,16.6,3.1,1004.7,69.3,10.3,91.5,7.8,4,10,2023-01-27T06:58:31,2023-01-27T16:51:44,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2023-01-28,13.4,2,7,13.4,1.7,6.6,1.2,68.9,0,0,0,,0,0,24.5,14.8,350,1011.1,40.3,10.5,125.3,10.8,5,10,2023-01-28T06:57:40,2023-01-28T16:52:59,0.25,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2023-01-29,18.9,0,6,18.9,-0.6,5.4,0,68.8,0,0,0,,0,0,26.6,24.1,345.2,1016.9,15.1,10.6,116.5,10,5,10,2023-01-29T06:56:48,2023-01-29T16:54:14,0.25,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2023-01-30,11.3,-1,4.5,11.3,-2.9,3.7,-1,70.4,0,0,0,,0,0,17.3,18.4,340.1,1016.5,37.3,10.3,110.7,9.5,4,10,2023-01-30T06:55:53,2023-01-30T16:55:30,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2023-01-31,12.6,3,7.1,12.6,-0.7,5.8,-1.1,59.3,0,0,0,,0,0,41.4,33.1,8.4,1016,44.6,10.4,133.3,11.5,5,10,2023-01-31T06:54:57,2023-01-31T16:56:46,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2023-02-01,12.6,-3,5.1,12.6,-6.1,3.9,-1.8,64.2,0,0,0,,0,0,22.7,16.6,202,1021.7,23.2,10.4,138.4,12,5,10,2023-02-01T06:53:59,2023-02-01T16:58:01,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2023-02-02,15,4,8.1,15,1.6,7,2.7,70.2,0.4,100,8.33,rain,0,0,30.6,14.8,159.5,1020.9,84.7,10.4,125,10.9,5,10,2023-02-02T06:52:59,2023-02-02T16:59:17,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2023-02-03,12.3,2,7.3,12.3,0.5,6.5,1.3,69.1,4.249,100,8.33,rain,0,0,45.7,18.4,348.9,1022.9,43.2,10.6,140.8,12.2,6,10,2023-02-03T06:51:57,2023-02-03T17:00:33,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2023-02-04,12,3,7.3,12,0.4,5.4,0.2,61.7,6.965,100,12.5,rain,0,0,66.6,35.3,348.1,1016.9,63.7,10.4,105,9.1,5,10,2023-02-04T06:50:54,2023-02-04T17:01:49,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2023-02-05,7,1,3.7,3.6,-4.9,-1,-9.7,37.9,0,0,0,,0,0,65.5,44.3,13.8,1019.4,5.2,11,149.2,13,6,10,2023-02-05T06:49:49,2023-02-05T17:03:05,0.5,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2023-02-06,6.1,-1.4,1.9,3.2,-6.3,-2.3,-12.7,34,0,0,0,,0,0,50.4,27.7,33.7,1025.1,15.7,10.6,147.8,12.7,6,10,2023-02-06T06:48:43,2023-02-06T17:04:21,0.52,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2023-02-07,9,-5,1.8,6.8,-5,0,-10.8,42,0,0,0,,0,0,20.9,20.5,39,1029.1,3.3,11,154.3,13.2,6,10,2023-02-07T06:47:35,2023-02-07T17:05:37,0.56,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2023-02-08,9,-6,1.5,8,-9.6,0,-10.3,46.8,0,0,0,,0,0,37.1,14.8,70.7,1031.7,0,11,155,13.3,6,10,2023-02-08T06:46:26,2023-02-08T17:06:52,0.59,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2023-02-09,11,-5,2.9,11,-6.3,1.8,-8.4,48.1,0,0,0,snow,0,0,18,14.6,33.1,1031,73.7,10.8,107.5,9.3,4,10,2023-02-09T06:45:15,2023-02-09T17:08:08,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2023-02-10,11.6,-4,3.5,11.6,-4,2.8,-5.7,55.5,0,0,0,,0,0,26.3,14.8,6.2,1029.9,58.2,10.8,122.7,10.6,5,10,2023-02-10T06:44:02,2023-02-10T17:09:23,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2023-02-11,13,-5,3.7,13,-5,2.8,-5.2,57.5,0,0,0,,0,0,24.5,13,354.5,1030.2,1.3,10.8,161,14,6,10,2023-02-11T06:42:49,2023-02-11T17:10:39,0.7,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2023-02-12,14,-3,5.7,14,-5.2,4.6,-2.6,58.2,0,0,0,,0,0,46.4,33,48.6,1027.9,29.7,10.2,106.8,9.3,4,10,2023-02-12T06:41:33,2023-02-12T17:11:54,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2023-02-13,14.1,-2,6.6,14.1,-4.9,5.5,-2.7,55.1,0,0,0,,0,0,28.4,22.1,327.2,1032.5,3.6,10.7,161.1,14,6,10,2023-02-13T06:40:17,2023-02-13T17:13:09,0.75,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2023-02-14,14.1,-2,5.7,14.1,-4,5.3,-1.5,63.6,0,0,0,,0,0,19.8,14.8,339.8,1028.5,12.1,10.5,164.9,14.2,6,10,2023-02-14T06:38:59,2023-02-14T17:14:23,0.8,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2023-02-15,17,-2,6.9,17,-6,5.6,-1.2,61.2,0,0,0,,0,0,11.9,14.8,185.5,1027.4,0,10.3,166.8,14.4,6,10,2023-02-15T06:37:40,2023-02-15T17:15:38,0.83,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2023-02-16,16,0,7.8,16,-2.6,7,2.2,70.3,0,0,0,,0,0,14,9.4,179.6,1029.9,14.9,10.5,164.9,14.2,6,10,2023-02-16T06:36:20,2023-02-16T17:16:52,0.87,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2023-02-17,17,3,8.5,17,0.9,7.9,3.5,73.1,0,0,0,,0,0,15.8,14.7,184.5,1029.3,33.1,8.7,144,12.4,6,10,2023-02-17T06:34:58,2023-02-17T17:18:06,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2023-02-18,16,2,8.8,16,-0.2,8,4.3,75.2,0,0,0,,0,0,13.3,11.1,191.1,1028.6,42.4,8.9,162.9,14.1,6,10,2023-02-18T06:33:36,2023-02-18T17:19:19,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2023-02-19,16,2,9.6,16,0.4,9.2,5.4,76.9,0,0,0,,0,0,13.7,11.1,166.5,1024.3,48.3,8.7,164.5,14,6,10,2023-02-19T06:32:12,2023-02-19T17:20:33,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2023-02-20,18,3,9.7,18,1.7,9.4,5,75,0,0,0,,0,0.1,26.3,22.3,331.4,1023.5,11.4,8.1,166.9,14.3,6,10,2023-02-20T06:30:47,2023-02-20T17:21:46,0,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2023-02-21,18,2,10,18,0.5,9.4,5.4,75.1,0,0,0,,0,0,14.4,14.7,208.7,1021.8,2.3,10,173,15,6,10,2023-02-21T06:29:21,2023-02-21T17:22:58,0.04,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2023-02-22,18,3,9.4,18,0.9,9.1,5.2,77.4,0,0,0,,0,0,16.6,13,228.3,1017,17.1,9.1,174.8,15,6,10,2023-02-22T06:27:54,2023-02-22T17:24:11,0.07,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2023-02-23,16.3,3,9.7,16.3,3,9.5,6,79.3,0,0,0,,0,0,10.8,14.7,292,1016,41.9,8.3,135.1,11.6,5,10,2023-02-23T06:26:26,2023-02-23T17:25:23,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2023-02-24,18,3,10.9,18,0.9,10.6,5.9,74.2,0,0,0,,0,0,23,14.8,218.1,1015.7,29.6,8.4,176.9,15.3,6,10,2023-02-24T06:24:58,2023-02-24T17:26:35,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2023-02-25,17,6,11.9,17,5.1,11.6,6.8,72.1,0.3,100,8.33,rain,0,0,43.2,36.6,169.4,1008.8,81.7,9.5,132.5,11.4,6,10,2023-02-25T06:23:28,2023-02-25T17:27:47,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2023-02-26,22,12,17.4,22,12,17.4,3.4,43.6,4.8,100,29.17,rain,0,0,61.2,47.9,172.1,1001.7,88.2,9.6,95,8.4,4,10,2023-02-26T06:21:57,2023-02-26T17:28:58,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2023-02-27,19,8.8,12.9,19,7,12.7,8.3,74.6,16.134,100,12.5,rain,0,0,35.3,25.8,161.5,1013.1,87.4,10,141,12.2,6,10,2023-02-27T06:20:26,2023-02-27T17:30:09,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2023-02-28,22,7,13.2,22,6.4,13,6.9,69,3.686,100,8.33,rain,0,0,32.4,18.3,16.4,1016.3,57.4,9.8,169.2,14.5,6,10,2023-02-28T06:18:54,2023-02-28T17:31:19,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2023-03-01,21,6,13.1,21,6,13.1,7.8,72.5,0.994,100,4.17,rain,0,0,28.1,25.5,166.1,1013.5,71.7,9.6,83.4,7.1,3,10,2023-03-01T06:17:21,2023-03-01T17:32:30,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2023-03-02,18,7,12.3,18,5.6,12.1,8,77,6.959,100,4.17,rain,0,0,23.4,21.9,216.6,1014.7,61.3,10.1,188.9,16.3,7,10,2023-03-02T06:15:47,2023-03-02T17:33:40,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2023-03-03,17.6,7,11.4,17.6,4.8,11,6.7,73.7,2.9,100,29.17,rain,0,0,21.6,13,181.5,1014.4,69.9,10.9,184.1,15.8,7,10,2023-03-03T06:14:13,2023-03-03T17:34:49,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2023-03-04,16,8,11.1,16,7.4,10.9,6.3,74.2,3.001,100,12.5,rain,0,0,27.7,22.3,133.6,1012.3,88.7,11.2,157.7,13.6,7,10,2023-03-04T06:12:38,2023-03-04T17:35:59,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2023-03-05,16.8,7,11.2,16.8,6.2,11,6.5,74.6,1.016,100,8.33,rain,0,0,30.6,18.4,324.5,1009.8,76.1,9.9,194.1,16.9,7,10,2023-03-05T06:11:02,2023-03-05T17:37:08,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2023-03-06,17,6,11.4,17,4.4,10.8,5.5,69.4,0.001,100,4.17,rain,0,0,39.6,20.5,174.9,1011.4,73.9,10.6,179.4,15.5,7,10,2023-03-06T06:09:26,2023-03-06T17:38:17,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2023-03-07,17.2,7,12.3,17.2,5.8,11.8,6.1,67.4,1.989,100,4.17,rain,0,0,26.6,18.4,182.8,1008.9,56.7,10.6,200.3,17.4,7,10,2023-03-07T06:07:49,2023-03-07T17:39:26,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2023-03-08,18,9.1,13.4,18,6.9,13.2,6.6,64.9,0.9,100,12.5,rain,0,0,28.8,29.3,192.1,1012.2,77.9,10.8,195.3,16.9,7,10,2023-03-08T06:06:12,2023-03-08T17:40:34,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2023-03-09,18,12,14.6,18,12,14.6,8.8,68.8,0.1,100,4.17,rain,0,0,39.6,36.5,189.3,1011.9,98.7,10.6,91.8,7.9,5,10,2023-03-09T06:04:34,2023-03-09T17:41:42,0.57,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2023-03-10,19,12,15,19,12,15,10.9,77.1,4.185,100,8.33,rain,0,0,60.5,47.8,175.8,1005.5,96.1,9.8,117.4,10.2,6,10,2023-03-10T06:02:56,2023-03-10T17:42:50,0.6,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2023-03-11,17,10,13.9,17,10,13.9,8.8,72.4,1.028,100,8.33,rain,0,0,31.7,36.7,174,1001.1,87.4,10,144.9,12.5,7,10,2023-03-11T06:01:18,2023-03-11T17:43:57,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2023-03-12,18,6,12.4,18,3.3,12.2,4,59.9,1.049,100,8.33,rain,0,0,43.2,36.8,344,1007.5,43.4,11.1,216.3,18.8,7,10,2023-03-12T05:59:39,2023-03-12T17:45:05,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2023-03-13,18,1,9.9,18,-0.6,9.4,0.4,56.8,0,0,0,,0,0,23,20.5,344.5,1017,4,10.7,228.5,19.7,8,10,2023-03-13T05:57:59,2023-03-13T17:46:12,0.71,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2023-03-14,19,2,11.5,19,0.5,10.9,4.4,64.4,0,0,0,,0,0,32,14.7,176.1,1012.3,44.2,10.6,186.6,16.3,7,10,2023-03-14T05:56:20,2023-03-14T17:47:19,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2023-03-15,15.1,8,11.2,15.1,7.4,11.1,8.3,82.7,14.021,100,16.67,rain,0,0,44.3,20.5,149.1,1002.3,96,9.9,131.6,11.5,5,10,2023-03-15T05:54:40,2023-03-15T17:48:26,0.75,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2023-03-16,15,8,11,15,4.8,10.5,1.3,53.5,4.096,100,8.33,rain,0,0,49.3,87.4,8.6,1009.3,64.6,11.2,219.8,19,8,10,2023-03-16T05:52:59,2023-03-16T17:49:32,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2023-03-17,18,4,10.5,18,1.2,9.5,-0.4,48.9,0,0,0,,0,0,43.9,25.5,358.1,1016.4,11.9,11.2,235.3,20.2,8,10,2023-03-17T05:51:19,2023-03-17T17:50:38,0.85,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2023-03-18,17,2,10.2,17,0.5,9.8,3.2,64.4,0,0,0,,0,0,17.6,18.4,4.6,1017.9,3.6,11,234.3,20.2,8,10,2023-03-18T05:49:38,2023-03-18T17:51:45,0.88,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2023-03-19,18,2,11,18,-0.2,10.6,4.2,66,0,0,0,,0,0,13.3,18.4,198.8,1020.1,5.5,11,233.1,20,8,10,2023-03-19T05:47:57,2023-03-19T17:52:51,0.92,Clear,Clear conditions throughout the day.,clear-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2023-03-20,19,6,12.4,19,4,12,7.5,73.3,0,0,0,,0,0,20.2,25.6,206,1018.7,69.6,10.6,184.3,16.1,7,10,2023-03-20T05:46:16,2023-03-20T17:53:56,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2023-03-21,14.6,10.7,12.1,14.6,10.7,12.1,10,87.4,13.954,100,12.5,rain,0,0,31.7,18.2,316.8,1014.1,95.2,8.5,23,2.1,1,10,2023-03-21T05:44:35,2023-03-21T17:55:02,0,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2023-03-22,21,5,12.9,21,5,12.9,7.6,73.1,4.982,100,8.33,rain,0,0,27,22.3,336.3,1012.6,37.3,8.6,242,20.9,8,10,2023-03-22T05:42:54,2023-03-22T17:56:08,0.02,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"13615099999,13624099999,13611099999,LATI,13601099999"
durres,2023-03-23,22,5,13.5,22,5,13.5,6.9,67.8,0,0,0,,0,0,21.2,18.4,308.1,1014.6,22.8,10.5,245.3,21.2,8,10,2023-03-23T05:41:13,2023-03-23T17:57:13,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"13615099999,13624099999,13611099999,LATI,13601099999"
